Brand,Vehicle,Vehicle Type,Engine Size(L),Cylinders,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
CHEVROLET,CHEVROLET SUBURBAN,SUV - STANDARD,5.3,8,X,16,11.1,13.8,20,317
CHEVROLET,CHEVROLET SUBURBAN,SUV - STANDARD,5.3,8,E,21.5,14.6,18.4,15,294
CHEVROLET,CHEVROLET SUBURBAN 4WD,SUV - STANDARD,5.3,8,X,16,11.1,13.8,20,317
CHEVROLET,CHEVROLET SUBURBAN 4WD,SUV - STANDARD,5.3,8,E,21.5,14.6,18.4,15,294
CHEVROLET,CHEVROLET TAHOE,SUV - STANDARD,5.3,8,X,16,11.1,13.8,20,317
CHEVROLET,CHEVROLET TAHOE,SUV - STANDARD,5.3,8,E,21.5,14.6,18.4,15,294
CHEVROLET,CHEVROLET TAHOE 4WD,SUV - STANDARD,5.3,8,X,16,11.1,13.8,20,317
CHEVROLET,CHEVROLET TAHOE 4WD,SUV - STANDARD,5.3,8,E,21.5,14.6,18.4,15,294
CHEVROLET,CHEVROLET TRAVERSE,SUV - STANDARD,3.6,6,X,14.3,9.9,12.3,23,283
CHEVROLET,CHEVROLET TRAVERSE AWD,SUV - STANDARD,3.6,6,X,14.6,10.2,12.6,22,290
CHEVROLET,CHEVROLET TRAX,SUV - SMALL,1.4,4,X,9.4,7.1,8.4,34,193
CHEVROLET,CHEVROLET TRAX,SUV - SMALL,1.4,4,X,9.1,6.8,8.1,35,186
CHEVROLET,CHEVROLET TRAX AWD,SUV - SMALL,1.4,4,X,10,7.8,9,31,207
CHRYSLER,CHRYSLER 300,FULL-SIZE,3.6,6,X,12.4,7.7,10.3,27,237
CHRYSLER,CHRYSLER 200 CONVERTIBLE,COMPACT,2.4,4,X,11.7,8.2,10.1,28,232
CHRYSLER,CHRYSLER 200 CONVERTIBLE,COMPACT,2.4,4,X,12.9,8.1,10.7,26,246
CHRYSLER,CHRYSLER 200 CONVERTIBLE FFV,COMPACT,3.6,6,X,12.5,8.1,10.5,27,242
CHRYSLER,CHRYSLER 200 CONVERTIBLE FFV,COMPACT,3.6,6,E,17,11.2,14.4,20,230
CHRYSLER,CHRYSLER 200 SEDAN,MID-SIZE,2.4,4,X,11.2,8,9.8,29,225
CHRYSLER,CHRYSLER 200 SEDAN,MID-SIZE,2.4,4,X,12,7.6,10,28,230
CHRYSLER,CHRYSLER 200 SEDAN FFV,MID-SIZE,3.6,6,X,12.5,8.1,10.5,27,242
CHRYSLER,CHRYSLER 200 SEDAN FFV,MID-SIZE,3.6,6,E,17,11.2,14.4,20,230
CHRYSLER,CHRYSLER 300 (MDS),FULL-SIZE,5.7,8,X,15.8,9.2,12.8,22,294
CHRYSLER,CHRYSLER 300 AWD,FULL-SIZE,3.6,6,X,12.8,8.6,10.9,26,251
CHRYSLER,CHRYSLER 300 AWD (MDS),FULL-SIZE,5.7,8,X,16.1,10,13.4,21,308
CHRYSLER,CHRYSLER 300 AWD FFV,FULL-SIZE,3.6,6,X,12.8,8.6,10.9,26,251
CHRYSLER,CHRYSLER 300 AWD FFV,FULL-SIZE,3.6,6,E,17.3,11.7,14.8,19,237
CHRYSLER,CHRYSLER 300 FFV,FULL-SIZE,3.6,6,X,12.4,7.7,10.3,27,237
CHRYSLER,CHRYSLER 300 FFV,FULL-SIZE,3.6,6,E,16.8,10.3,13.9,20,222
CHRYSLER,CHRYSLER 300 SRT (MDS),FULL-SIZE,6.4,8,Z,16.7,10.3,13.8,20,317
CHRYSLER,CHRYSLER TOWN & COUNTRY FFV,MINIVAN,3.6,6,X,14.1,9.5,12,24,276
CHRYSLER,CHRYSLER TOWN & COUNTRY FFV,MINIVAN,3.6,6,E,19.7,13.3,16.8,17,269
DODGE,DODGE AVENGER,MID-SIZE,2.4,4,X,11.2,8,9.8,29,225
DODGE,DODGE AVENGER,MID-SIZE,2.4,4,X,12,7.6,10,28,230
DODGE,DODGE AVENGER FFV,MID-SIZE,3.6,6,X,12.5,8.1,10.5,27,242
DODGE,DODGE AVENGER FFV,MID-SIZE,3.6,6,E,17,11.2,14.4,20,230
DODGE,DODGE CHALLENGER,MID-SIZE,3.6,6,X,13.2,8.7,11.2,25,258
DODGE,DODGE CHALLENGER,MID-SIZE,5.7,8,X,15.6,10,13.1,22,301
DODGE,DODGE CHALLENGER (MDS),MID-SIZE,5.7,8,X,15.8,9.2,12.8,22,294
DODGE,DODGE CHALLENGER SRT,MID-SIZE,6.4,8,Z,16.8,10.4,13.9,20,320
DODGE,DODGE CHALLENGER SRT (MDS),MID-SIZE,6.4,8,Z,16.7,10.3,13.8,20,317
DODGE,DODGE CHARGER,FULL-SIZE,3.6,6,X,13.2,8.7,11.2,25,258
DODGE,DODGE CHARGER,FULL-SIZE,3.6,6,X,12.4,7.7,10.3,27,237
DODGE,DODGE CHARGER (MDS),FULL-SIZE,5.7,8,X,15.8,9.2,12.8,22,294
DODGE,DODGE CHARGER AWD,FULL-SIZE,3.6,6,X,12.8,8.6,10.9,26,251
DODGE,DODGE CHARGER AWD (MDS),FULL-SIZE,5.7,8,X,16.1,10,13.4,21,308
DODGE,DODGE CHARGER AWD FFV,FULL-SIZE,3.6,6,X,12.8,8.6,10.9,26,251
DODGE,DODGE CHARGER AWD FFV,FULL-SIZE,3.6,6,E,17.3,11.7,14.8,19,237
DODGE,DODGE CHARGER FFV,FULL-SIZE,3.6,6,X,13.2,8.7,11.2,25,258
DODGE,DODGE CHARGER FFV,FULL-SIZE,3.6,6,E,18.3,12.6,15.7,18,251
DODGE,DODGE CHARGER FFV,FULL-SIZE,3.6,6,X,12.3,7.6,10.2,28,235
DODGE,DODGE CHARGER FFV,FULL-SIZE,3.6,6,E,16.8,10.3,13.9,20,222
DODGE,DODGE CHARGER SRT (MDS),FULL-SIZE,6.4,8,Z,16.7,10.3,13.8,20,317
DODGE,DODGE DART,MID-SIZE,2,4,X,9.4,6.5,8.1,35,186
DODGE,DODGE DART,MID-SIZE,2.4,4,X,10.1,6.8,8.6,33,198
DODGE,DODGE DART,MID-SIZE,2.4,4,X,10.5,6.7,8.8,32,202
DODGE,DODGE DART FFV,MID-SIZE,2,4,X,9.9,7,8.6,33,198
DODGE,DODGE DART FFV,MID-SIZE,2,4,E,14.2,9.8,12.2,23,195
DODGE,DODGE DART GT,MID-SIZE,2.4,4,X,10.6,7.5,9.2,31,212
DODGE,DODGE DART GT,MID-SIZE,2.4,4,X,10.2,7,8.8,32,202
DODGE,DODGE DART TURBO AERO,MID-SIZE,1.4,4,X,8.4,5.9,7.3,39,168
DODGE,DODGE DART TURBO AERO,MID-SIZE,1.4,4,X,8.5,5.8,7.3,39,168
DODGE,DODGE DURANGO AWD (MDS),SUV - STANDARD,5.7,8,X,17.3,10.8,14.4,20,331
DODGE,DODGE DURANGO AWD FFV,SUV - STANDARD,3.6,6,X,13.9,9.8,12.1,23,278
DODGE,DODGE DURANGO AWD FFV,SUV - STANDARD,3.6,6,E,17.7,13,15.6,18,250
DODGE,DODGE GRAND CARAVAN FFV,MINIVAN,3.6,6,X,13.7,9.4,11.8,24,271
DODGE,DODGE GRAND CARAVAN FFV,MINIVAN,3.6,6,E,19.2,13.1,16.5,17,264
DODGE,DODGE JOURNEY,SUV - SMALL,2.4,4,X,12.7,9.1,11.1,25,255
DODGE,DODGE JOURNEY AWD,SUV - SMALL,3.6,6,X,14.5,9.9,12.4,23,285
DODGE,DODGE JOURNEY FFV,SUV - SMALL,3.6,6,X,14.2,9.4,12,24,276
DODGE,DODGE JOURNEY FFV,SUV - SMALL,3.6,6,E,18.9,12.9,16.2,17,259
FIAT,FIAT 500 ABARTH CABRIO,MINICOMPACT,1.4,4,X,8.5,6.9,7.8,36,179
FIAT,FIAT 500 ABARTH HATCHBACK,MINICOMPACT,1.4,4,X,8.5,6.9,7.8,36,179
FIAT,FIAT 500 CABRIO,MINICOMPACT,1.4,4,X,8.7,6.9,7.9,36,182
FIAT,FIAT 500 CABRIO,MINICOMPACT,1.4,4,X,7.9,6.3,7.2,39,166
FIAT,FIAT 500 CABRIO TURBO,MINICOMPACT,1.4,4,X,8.5,6.9,7.8,36,179
FIAT,FIAT 500 HATCHBACK,MINICOMPACT,1.4,4,X,8.7,6.9,7.9,36,182
FIAT,FIAT 500 HATCHBACK,MINICOMPACT,1.4,4,X,7.6,5.9,6.8,42,156
FIAT,FIAT 500 HATCHBACK TURBO,MINICOMPACT,1.4,4,X,8.5,6.9,7.8,36,179
FIAT,FIAT 500L TURBO,STATION WAGON - SMALL,1.4,4,X,10,7.2,8.7,32,200
FIAT,FIAT 500L TURBO,STATION WAGON - SMALL,1.4,4,X,9.3,7.2,8.4,34,193
FORD,FORD C-MAX HYBRID,FULL-SIZE,2,4,X,5.6,6.4,6,47,138
FORD,FORD E150 VAN FFV,VAN - CARGO,4.6,8,X,17.7,14.4,16.2,17,373
FORD,FORD E150 VAN FFV,VAN - CARGO,4.6,8,E,24.1,19.2,21.9,13,350
FORD,FORD E150 VAN FFV,VAN - CARGO,5.4,8,X,19.3,14.7,17.2,16,396
FORD,FORD E150 VAN FFV,VAN - CARGO,5.4,8,E,24.9,19.6,22.5,13,360
FORD,FORD E150 WAGON FFV,VAN - PASSENGER,4.6,8,X,18.6,14.6,16.8,17,386
FORD,FORD E150 WAGON FFV,VAN - PASSENGER,4.6,8,E,25.5,20,23,12,368
FORD,FORD E350 WAGON,VAN - PASSENGER,6.8,10,X,23.9,17.8,21.2,13,488
FORD,FORD E350 WAGON FFV,VAN - PASSENGER,5.4,8,X,20.6,15.5,18.3,15,421
FORD,FORD E350 WAGON FFV,VAN - PASSENGER,5.4,8,E,26.7,20.5,23.9,12,382
FORD,FORD EDGE,SUV - SMALL,2,4,X,11.3,7.9,9.8,29,225
FORD,FORD EDGE,SUV - SMALL,3.5,6,X,12.6,8.7,10.8,26,248
FORD,FORD EDGE AWD,SUV - SMALL,3.5,6,X,13.3,9.3,11.5,25,264
FORD,FORD EDGE AWD,SUV - SMALL,3.7,6,X,13.7,10.4,12.2,23,281
FORD,FORD ESCAPE,SUV - SMALL,1.6,4,X,10.4,7.4,9.1,31,209
FORD,FORD ESCAPE,SUV - SMALL,2,4,X,10.9,8,9.6,29,221
FORD,FORD ESCAPE,SUV - SMALL,2.5,4,X,10.9,7.5,9.4,30,216
FORD,FORD ESCAPE AWD,SUV - SMALL,1.6,4,X,10.5,7.9,9.3,30,214
FORD,FORD ESCAPE AWD,SUV - SMALL,2,4,X,11.2,8.5,10,28,230
FORD,FORD EXPEDITION 4X4 FFV,SUV - STANDARD,5.4,8,X,18.2,13.3,16,18,368
FORD,FORD EXPEDITION 4X4 FFV,SUV - STANDARD,5.4,8,E,24.5,18,21.6,13,346
FORD,FORD EXPLORER,SUV - STANDARD,2,4,X,11.8,8.3,10.2,28,235
FORD,FORD EXPLORER AWD,SUV - STANDARD,3.5,6,X,14.8,10.7,13,22,299
FORD,FORD EXPLORER FFV,SUV - STANDARD,3.5,6,X,13.7,9.7,11.9,24,274
FORD,FORD EXPLORER FFV,SUV - STANDARD,3.5,6,E,18.3,12.9,15.9,18,254
FORD,FORD EXPLORER FFV AWD,SUV - STANDARD,3.5,6,X,14.3,10.3,12.5,23,288
FORD,FORD EXPLORER FFV AWD,SUV - STANDARD,3.5,6,E,18.9,13.9,16.7,17,267
FORD,FORD F-150,PICKUP TRUCK - STANDARD,3.5,6,X,14.5,10.6,12.7,22,292
FORD,FORD F-150,PICKUP TRUCK - STANDARD,3.5,6,X,14.6,10.6,12.8,22,294
FORD,FORD F-150,PICKUP TRUCK - STANDARD,6.2,8,X,18.3,12.9,15.9,18,366
FORD,FORD F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6,X,15.9,11.3,13.8,20,317
FORD,FORD F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6,X,15.4,11,13.4,21,308
FORD,FORD F-150 4X4,PICKUP TRUCK - STANDARD,6.2,8,X,20.1,14.4,17.5,16,402
FORD,FORD F-150 FFV,PICKUP TRUCK - STANDARD,3.7,6,X,14,10.3,12.3,23,283
FORD,FORD F-150 FFV,PICKUP TRUCK - STANDARD,3.7,6,E,18.8,13.7,16.5,17,264
FORD,FORD F-150 FFV,PICKUP TRUCK - STANDARD,3.7,6,X,14,10.3,12.3,23,283
FORD,FORD F-150 FFV,PICKUP TRUCK - STANDARD,3.7,6,E,18.8,13.7,16.5,17,264
FORD,FORD F-150 FFV,PICKUP TRUCK - STANDARD,5,8,X,16.4,12.3,14.6,19,336
FORD,FORD F-150 FFV,PICKUP TRUCK - STANDARD,5,8,E,22.1,16.7,19.7,14,315
FORD,FORD F-150 FFV,PICKUP TRUCK - STANDARD,5,8,X,16.4,12.3,14.6,19,336
FORD,FORD F-150 FFV,PICKUP TRUCK - STANDARD,5,8,E,22.1,16.7,19.7,14,315
FORD,FORD F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6,X,15,11.4,13.4,21,308
FORD,FORD F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6,E,20.2,15.3,18,16,288
FORD,FORD F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6,X,15,11.4,13.4,21,308
FORD,FORD F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6,E,20.2,15.3,18,16,288
FORD,FORD F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5,8,X,16.8,12.6,14.9,19,343
FORD,FORD F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5,8,E,22.4,17,20,14,320
FORD,FORD F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5,8,X,16.7,12.5,14.8,19,340
FORD,FORD F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5,8,E,22.4,16.9,19.9,14,318
FORD,FORD F-150 RAPTOR 4X4,PICKUP TRUCK - STANDARD,6.2,8,X,20.4,15,18,16,414
FORD,FORD FIESTA,SUBCOMPACT,1.6,4,X,8.5,6.5,7.6,37,175
FORD,FORD FIESTA,SUBCOMPACT,1.6,4,X,8.6,6.4,7.6,37,175
FORD,FORD FIESTA SFE,SUBCOMPACT,1,4,X,7.5,5.5,6.6,43,152
FORD,FORD FIESTA SFE,SUBCOMPACT,1.6,4,X,8,5.8,7,40,161
FORD,FORD FIESTA ST,COMPACT,1.6,4,X,8.9,6.8,8,35,184
FORD,FORD FLEX,SUV - STANDARD,3.5,6,X,13.2,9.4,11.5,25,264
FORD,FORD FLEX AWD,SUV - STANDARD,3.5,6,X,13.7,10.2,12.1,23,278
FORD,FORD FLEX AWD (EcoBoost),SUV - STANDARD,3.5,6,X,14.8,10.4,12.8,22,294
FORD,FORD FOCUS,COMPACT,2,4,X,10.2,7.4,8.9,32,205
FORD,FORD FOCUS FFV,COMPACT,2,4,X,8.8,6.4,7.7,37,177
FORD,FORD FOCUS FFV,COMPACT,2,4,E,11.7,8.5,10.3,27,165
FORD,FORD FOCUS FFV,COMPACT,2,4,X,8.9,6.4,7.8,36,179
FORD,FORD FOCUS FFV,COMPACT,2,4,E,11.7,8.5,10.3,27,165
FORD,FORD FOCUS FFV,COMPACT,2,4,X,9.1,6.6,8,35,184
FORD,FORD FOCUS FFV,COMPACT,2,4,E,11.9,8.9,10.6,27,170
FORD,FORD FOCUS SFE FFV,COMPACT,2,4,X,8.4,5.8,7.2,39,166
FORD,FORD FOCUS SFE FFV,COMPACT,2,4,E,11.6,8.3,10.1,28,162
FORD,FORD FUSION,MID-SIZE,1.5,4,X,10.1,6.6,8.5,33,196
FORD,FORD FUSION,MID-SIZE,1.6,4,X,9.4,6.4,8.1,35,186
FORD,FORD FUSION,MID-SIZE,2,4,X,10.5,7.1,9,31,207
FORD,FORD FUSION,MID-SIZE,2.5,4,X,10.5,7,8.9,32,205
FORD,FORD FUSION (Start/Stop),MID-SIZE,1.5,4,X,9.5,6.3,8.1,35,186
FORD,FORD FUSION AWD,MID-SIZE,2,4,X,10.9,7.5,9.4,30,216
FORD,FORD FUSION HYBRID,MID-SIZE,2,4,X,5.3,5.7,5.5,51,126
FORD,FORD MUSTANG,SUBCOMPACT,3.7,6,X,12.1,7.8,10.2,28,235
FORD,FORD MUSTANG,SUBCOMPACT,3.7,6,X,12.7,8.1,10.6,27,244
FORD,FORD MUSTANG,SUBCOMPACT,5,8,X,13.3,9.3,11.5,25,264
FORD,FORD MUSTANG,SUBCOMPACT,5,8,X,15.4,9.4,12.7,22,292
FORD,FORD MUSTANG,SUBCOMPACT,5.8,8,Z,15.9,9.9,13.2,21,304
FORD,FORD MUSTANG CONVERTIBLE,SUBCOMPACT,3.7,6,X,12.5,8.2,10.6,27,244
FORD,FORD TAURUS,FULL-SIZE,2,4,X,10.5,7.3,9.1,31,209
FORD,FORD TAURUS AWD,FULL-SIZE,3.5,6,X,13.7,9.4,11.8,24,271
FORD,FORD TAURUS FFV,FULL-SIZE,3.5,6,X,12.1,8.1,10.3,27,237
FORD,FORD TAURUS FFV,FULL-SIZE,3.5,6,E,17,11.1,14.3,20,229
FORD,FORD TAURUS FFV AWD,FULL-SIZE,3.5,6,X,13,9.1,11.2,25,258
FORD,FORD TAURUS FFV AWD,FULL-SIZE,3.5,6,E,18.4,12.5,15.7,18,251
FORD,FORD TRANSIT CONNECT,SPECIAL PURPOSE VEHICLE,1.6,4,X,10.8,8,9.5,30,218
FORD,FORD TRANSIT CONNECT,SPECIAL PURPOSE VEHICLE,2.5,4,X,11.3,8.2,9.9,29,228
FORD,FORD TRANSIT CONNECT TAXI,SPECIAL PURPOSE VEHICLE,1.6,4,X,11.5,8.3,10.1,28,232
FORD,FORD TRANSIT CONNECT WAGON,SPECIAL PURPOSE VEHICLE,2.5,4,X,11.9,8.5,10.4,27,239
GMC,GMC ACADIA,SUV - STANDARD,3.6,6,X,14.3,9.9,12.3,23,283
GMC,GMC ACADIA AWD,SUV - STANDARD,3.6,6,X,14.9,10.4,12.9,22,297
GMC,GMC SAVANA 1500 CARGO,VAN - CARGO,4.3,6,X,17.1,12.7,15.1,19,347
GMC,GMC SAVANA 1500 CARGO,VAN - CARGO,5.3,8,X,18,13.4,15.9,18,366
GMC,GMC SAVANA 1500 CARGO,VAN - CARGO,5.3,8,E,23.5,17.7,20.9,14,334
GMC,GMC SAVANA 1500 CARGO AWD,VAN - CARGO,5.3,8,X,18.3,14.2,16.5,17,380
GMC,GMC SAVANA 1500 CARGO AWD,VAN - CARGO,5.3,8,E,23.7,18.8,21.5,13,344
GMC,GMC SAVANA 1500 CARGO CONV,VAN - CARGO,5.3,8,X,18.6,13.9,16.5,17,380
GMC,GMC SAVANA 1500 CARGO CONV,VAN - CARGO,5.3,8,E,23.9,18.5,21.5,13,344
GMC,GMC SAVANA 1500 CARGO CONV AWD,VAN - CARGO,5.3,8,X,18.3,14.2,16.5,17,380
GMC,GMC SAVANA 1500 CARGO CONV AWD,VAN - CARGO,5.3,8,E,25.3,19.3,22.6,12,362
GMC,GMC SAVANA 1500 PASSENGER,VAN - PASSENGER,5.3,8,X,18.6,13.9,16.5,17,380
GMC,GMC SAVANA 1500 PASSENGER,VAN - PASSENGER,5.3,8,E,23.9,18.5,21.5,13,344
GMC,GMC SAVANA 1500 PASSENGER AWD,VAN - PASSENGER,5.3,8,X,18.3,14.2,16.5,17,380
GMC,GMC SAVANA 1500 PASSENGER AWD,VAN - PASSENGER,5.3,8,E,25.3,19.3,22.6,12,362
GMC,GMC SAVANA 2500 PASSENGER,VAN - PASSENGER,4.8,8,X,21.1,14.2,18,16,414
GMC,GMC SAVANA 2500 PASSENGER,VAN - PASSENGER,6,8,X,21.9,15,18.8,15,432
GMC,GMC SAVANA 2500 PASSENGER,VAN - PASSENGER,6,8,E,30,20.4,25.7,11,411
GMC,GMC SAVANA 3500 PASSENGER,VAN - PASSENGER,4.8,8,X,21.3,14.3,18.2,16,419
GMC,GMC SAVANA 3500 PASSENGER,VAN - PASSENGER,6,8,X,22.1,15,18.9,15,435
GMC,GMC SAVANA 3500 PASSENGER,VAN - PASSENGER,6,8,E,30.2,20.5,25.8,11,413
GMC,GMC SIERRA,PICKUP TRUCK - STANDARD,4.3,6,X,13.4,9.9,11.8,24,271
GMC,GMC SIERRA,PICKUP TRUCK - STANDARD,4.3,6,E,18.9,14.2,16.8,17,269
GMC,GMC SIERRA,PICKUP TRUCK - STANDARD,5.3,8,X,14.6,10.3,12.7,22,292
GMC,GMC SIERRA,PICKUP TRUCK - STANDARD,5.3,8,E,19.5,13.7,16.9,17,270
GMC,GMC SIERRA,PICKUP TRUCK - STANDARD,6.2,8,Z,16.3,11.4,14.1,20,324
GMC,GMC SIERRA 4WD,PICKUP TRUCK - STANDARD,4.3,6,X,14.2,10.6,12.6,22,290
GMC,GMC SIERRA 4WD,PICKUP TRUCK - STANDARD,4.3,6,E,20,15.1,17.8,16,285
GMC,GMC SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,X,14.9,10.6,13,22,299
GMC,GMC SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,E,19.9,14.2,17.3,16,277
GMC,GMC SIERRA 4WD,PICKUP TRUCK - STANDARD,6.2,8,Z,16.4,11.7,14.3,20,329
GMC,GMC TERRAIN,SUV - SMALL,2.4,4,X,10.5,7.3,9.1,31,209
GMC,GMC TERRAIN,SUV - SMALL,3.6,6,X,13.9,9.6,12,24,276
GMC,GMC TERRAIN,SUV - SMALL,3.6,6,E,18.8,13.1,16.2,17,259
GMC,GMC TERRAIN AWD,SUV - SMALL,2.4,4,X,11.5,8.2,10,28,230
GMC,GMC TERRAIN AWD,SUV - SMALL,3.6,6,X,14.8,9.9,12.6,22,290
GMC,GMC TERRAIN AWD,SUV - SMALL,3.6,6,E,19.8,13.6,17,17,272
GMC,GMC YUKON,SUV - STANDARD,5.3,8,X,16,11.1,13.8,20,317
GMC,GMC YUKON,SUV - STANDARD,5.3,8,E,21.5,14.6,18.4,15,294
GMC,GMC YUKON 4WD,SUV - STANDARD,5.3,8,X,16,11.1,13.8,20,317
GMC,GMC YUKON 4WD,SUV - STANDARD,5.3,8,E,21.5,14.6,18.4,15,294
GMC,GMC YUKON DENALI AWD,SUV - STANDARD,6.2,8,Z,17,11.8,14.7,19,338
GMC,GMC YUKON DENALI AWD,SUV - STANDARD,6.2,8,E,23.3,16.1,20.1,14,322
GMC,GMC YUKON DENALI XL AWD,SUV - STANDARD,6.2,8,Z,18.8,13.4,16.4,17,377
GMC,GMC YUKON DENALI XL AWD,SUV - STANDARD,6.2,8,E,25.7,17.8,22.1,13,354
GMC,GMC YUKON XL,SUV - STANDARD,5.3,8,X,16,11.1,13.8,20,317
GMC,GMC YUKON XL,SUV - STANDARD,5.3,8,E,21.5,14.6,18.4,15,294
GMC,GMC YUKON XL 4WD,SUV - STANDARD,5.3,8,X,16,11.1,13.8,20,317
GMC,GMC YUKON XL 4WD,SUV - STANDARD,5.3,8,E,21.5,14.6,18.4,15,294
HONDA,HONDA ACCORD,MID-SIZE,2.4,4,X,9,6.6,7.9,36,182
HONDA,HONDA ACCORD,MID-SIZE,2.4,4,X,9.1,6.9,8.1,35,186
HONDA,HONDA ACCORD,MID-SIZE,2.4,4,X,10.1,6.9,8.7,32,200
HONDA,HONDA ACCORD,MID-SIZE,3.5,6,X,11,6.8,9.1,31,209
HONDA,HONDA ACCORD,MID-SIZE,3.5,6,X,11.4,7.3,9.6,29,221
HONDA,HONDA ACCORD,MID-SIZE,3.5,6,X,13,8.4,10.9,26,251
HONDA,HONDA ACCORD HYBRID,MID-SIZE,2,4,X,4.7,4.9,4.8,59,110
HONDA,HONDA CIVIC,COMPACT,1.8,4,X,7.9,6,7,40,161
HONDA,HONDA CIVIC,COMPACT,1.8,4,X,8.1,6.2,7.2,39,166
HONDA,HONDA CIVIC,COMPACT,1.8,4,X,8.5,6.6,7.6,37,175
HONDA,HONDA CROSSTOUR AWD,SUV - SMALL,3.5,6,X,12.5,8.5,10.7,26,246
HONDA,HONDA CR-V,SUV - SMALL,2.4,4,X,10.3,7.6,9.1,31,209
HONDA,HONDA CR-V AWD,SUV - SMALL,2.4,4,X,10.6,7.9,9.4,30,216
HONDA,HONDA CR-Z,TWO-SEATER,1.5,4,X,6.6,6,6.3,45,145
HONDA,HONDA CR-Z,TWO-SEATER,1.5,4,X,7.6,6.1,6.9,41,159
HONDA,HONDA FIT,STATION WAGON - SMALL,1.5,4,X,8.3,6.5,7.5,38,172
HONDA,HONDA FIT,STATION WAGON - SMALL,1.5,4,X,8.3,6.9,7.7,37,177
HONDA,HONDA ODYSSEY,MINIVAN,3.5,6,X,12.3,8.5,10.6,27,244
HONDA,HONDA PILOT,SUV - SMALL,3.5,6,X,13.3,9.3,11.5,25,265
HONDA,HONDA PILOT AWD,SUV - SMALL,3.5,6,X,13.9,9.7,12,24,276
HONDA,HONDA RIDGELINE AWD,PICKUP TRUCK - STANDARD,3.5,6,X,15.2,11.3,13.4,21,308
HYUNDAI,HYUNDAI ACCENT,COMPACT,1.6,4,X,8.8,6.3,7.7,37,177
HYUNDAI,HYUNDAI ACCENT,COMPACT,1.6,4,X,8.7,6.4,7.7,37,177
HYUNDAI,HYUNDAI ELANTRA GT,MID-SIZE,2,4,X,9.8,7.2,8.6,33,198
HYUNDAI,HYUNDAI ELANTRA GT,MID-SIZE,2,4,X,9.8,7,8.5,33,196
HYUNDAI,HYUNDAI EQUUS,FULL-SIZE,5,8,Z,15.7,10.2,13.2,21,304
HYUNDAI,HYUNDAI GENESIS,FULL-SIZE,3.8,6,X,13,8.7,11.1,25,255
HYUNDAI,HYUNDAI SANTA FE,SUV - SMALL,3.3,6,X,13,9.1,11.2,25,258
HYUNDAI,HYUNDAI SANTA FE 4WD,SUV - SMALL,3.3,6,X,13.3,9.5,11.6,24,267
HYUNDAI,HYUNDAI SANTA FE SPORT,SUV - SMALL,2.4,4,X,11.6,8.7,10.3,27,237
HYUNDAI,HYUNDAI SANTA FE SPORT 4WD,SUV - SMALL,2,4,X,12.9,9.7,11.5,25,264
HYUNDAI,HYUNDAI SANTA FE SPORT 4WD,SUV - SMALL,2.4,4,X,12.5,9.4,11.1,25,255
HYUNDAI,HYUNDAI SONATA,FULL-SIZE,2,4,X,11.4,7.5,9.6,29,221
HYUNDAI,HYUNDAI SONATA,FULL-SIZE,2.4,4,X,9.8,7,8.5,33,196
HYUNDAI,HYUNDAI SONATA HYBRID,MID-SIZE,2.4,4,X,6.5,5.9,6.2,46,143
HYUNDAI,HYUNDAI SONATA HYBRID LIMITED,MID-SIZE,2.4,4,X,6.6,5.9,6.3,45,145
HYUNDAI,HYUNDAI TUCSON,SUV - SMALL,2,4,X,10.2,8.2,9.3,30,214
HYUNDAI,HYUNDAI TUCSON,SUV - SMALL,2,4,X,11.4,8.6,10.1,28,232
HYUNDAI,HYUNDAI TUCSON,SUV - SMALL,2.4,4,X,11.3,8.3,10,28,230
HYUNDAI,HYUNDAI TUCSON 4WD,SUV - SMALL,2,4,X,11.4,9.3,10.5,27,242
HYUNDAI,HYUNDAI TUCSON 4WD,SUV - SMALL,2.4,4,X,11.6,9.3,10.6,27,244
HYUNDAI,HYUNDAI VELOSTER,COMPACT,1.6,4,X,8.6,6.6,7.7,37,177
HYUNDAI,HYUNDAI VELOSTER,COMPACT,1.6,4,X,9.1,6.7,8,35,184
HYUNDAI,HYUNDAI VELOSTER TURBO,COMPACT,1.6,4,X,9.9,7.5,8.8,32,202
HYUNDAI,HYUNDAI VELOSTER TURBO,COMPACT,1.6,4,X,9.7,7.1,8.5,33,196
INFINITI,INFINITI Q50,MID-SIZE,3.7,6,Z,12,8,10.2,28,235
